2026-09-07 19:15:57Z RF ok: - | C2=11764.97 C3b=13101.6
2026-09-07 19:15:57Z ok [cloud] 22.4s events: - | eq=9635.74 pos=2
2026-09-07 19:31:06Z RF ok: - | C2=11764.97 C3b=13101.6
2026-09-07 19:31:06Z ok [cloud] 27.5s events: - | eq=9641.01 pos=2
2026-09-07 19:45:55Z RF ok: - | C2=11764.97 C3b=13101.6
2026-09-07 19:45:55Z ok [cloud] 22.6s events: - | eq=9653.59 pos=2
2026-09-07 19:58:32Z RF ok: - | C2=11764.97 C3b=13101.6
2026-09-07 19:58:32Z ok [cloud] 20.9s events: - | eq=9645.28 pos=2
2026-09-07 20:02:46Z scan 4h bar=2026-09-07 16:00: pass=3/20 (ETH-USDT long, SOL-USDT long, BNB-USDT long), btc=up fng=71 flat=off
2026-09-07 20:02:55Z RF ok: - | C2=11764.97 C3b=13101.6
2026-09-07 20:02:55Z ok [cloud] 134.6s events: ENTRY T37 SOL-USDT long | eq=9640.46 pos=3
2026-09-07 20:16:05Z RF ok: - | C2=11756.52 C3b=13086.77
2026-09-07 20:16:05Z ok [cloud] 29.6s events: - | eq=9607.77 pos=3
2026-09-07 20:31:03Z RF ok: - | C2=11756.52 C3b=13086.77
2026-09-07 20:31:03Z ok [cloud] 31.4s events: - | eq=9608.22 pos=3
2026-09-07 20:46:06Z RF ok: - | C2=11756.52 C3b=13086.77
2026-09-07 20:46:06Z ok [cloud] 30s events: - | eq=9617.17 pos=3
2026-09-07 21:00:56Z RF ok: - | C2=11756.52 C3b=13086.77
2026-09-07 21:00:56Z ok [cloud] 28.8s events: - | eq=9629.96 pos=3
2026-09-07 21:16:10Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 21:16:10Z ok [cloud] 36.5s events: - | eq=9612.63 pos=3
2026-09-07 21:31:28Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 21:31:28Z ok [cloud] 39.3s events: - | eq=9622.2 pos=3
2026-09-07 21:46:02Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 21:46:02Z ok [cloud] 29.2s events: - | eq=9617.65 pos=3
2026-09-07 22:01:01Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 22:01:01Z ok [cloud] 30.3s events: - | eq=9608.96 pos=3
2026-09-07 22:15:58Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 22:15:58Z ok [cloud] 30.1s events: - | eq=9590.06 pos=3
2026-09-07 22:32:31Z RF ERROR: Unable to connect to the remote server @ at Invoke-Iss, D:\a\paper-desk\paper-desk\tools\lib_engine.ps1: line 203
2026-09-07 22:32:31Z ok [cloud] 97.2s events: EXIT T36 BCH-USDT be-stop 65.46 USD | eq=9554.12 pos=2
2026-09-07 22:45:58Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 22:45:58Z ok [cloud] 25.8s events: - | eq=9534.96 pos=2
2026-09-07 23:00:51Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 23:00:51Z ok [cloud] 21.9s events: - | eq=9548.46 pos=2
2026-09-07 23:16:05Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 23:16:05Z ok [cloud] 25.3s events: - | eq=9565.42 pos=2
2026-09-07 23:30:52Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-07 23:30:52Z ok [cloud] 22.1s events: - | eq=9554.46 pos=2
2026-09-07 23:50:46Z RF ok: - | C2=11679.78 C3b=12910.09
2026-09-07 23:50:46Z ok [cloud] 297.5s events: - | eq=9570.96 pos=2
2026-09-08 00:02:37Z scan 4h bar=2026-09-07 20:00: pass=0/20, near=BTC-USDT 7/6 (miss: triggerBar), btc=up fng=69 flat=off
2026-09-08 00:02:42Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 00:02:42Z ok [cloud] 128.5s events: - | eq=9564.88 pos=2
2026-09-08 00:16:05Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 00:16:05Z ok [cloud] 24.2s events: - | eq=9554.24 pos=2
2026-09-08 00:30:49Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 00:30:49Z ok [cloud] 22.2s events: - | eq=9542.63 pos=2
2026-09-08 00:38:47Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 00:38:48Z ok [cloud] 21.4s events: - | eq=9571.76 pos=2
2026-09-08 00:45:59Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 00:45:59Z ok [cloud] 22.6s events: - | eq=9568.05 pos=2
2026-09-08 01:00:52Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 01:00:52Z ok [cloud] 21.6s events: - | eq=9583.37 pos=2
2026-09-08 01:16:04Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 01:16:04Z ok [cloud] 23.6s events: - | eq=9593.44 pos=2
2026-09-08 01:30:55Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 01:30:55Z ok [cloud] 25.9s events: - | eq=9596.11 pos=2
2026-09-08 01:45:52Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 01:45:52Z ok [cloud] 21.4s events: - | eq=9592.14 pos=2
2026-09-08 02:01:02Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 02:01:02Z ok [cloud] 21.7s events: - | eq=9603.12 pos=2
2026-09-08 02:15:54Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 02:15:54Z ok [cloud] 22.2s events: - | eq=9594.27 pos=2
2026-09-08 02:30:53Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 02:30:53Z ok [cloud] 22.2s events: - | eq=9578.91 pos=2
2026-09-08 02:45:51Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 02:45:51Z ok [cloud] 21.7s events: - | eq=9563.97 pos=2
2026-09-08 03:00:53Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 03:00:53Z ok [cloud] 22.2s events: - | eq=9532.55 pos=2
2026-09-08 03:15:54Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 03:15:54Z ok [cloud] 21.8s events: - | eq=9520.62 pos=2
2026-09-08 03:30:58Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 03:30:58Z ok [cloud] 27.7s events: - | eq=9518.26 pos=2
2026-09-08 03:45:52Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 03:45:52Z ok [cloud] 21.4s events: - | eq=9538.03 pos=2
2026-09-08 04:02:40Z scan 4h bar=2026-09-08 00:00: pass=0/20, near=BNB-USDT 7/6 (miss: flatMode), btc=range fng=69 flat=ON
2026-09-08 04:02:45Z RF ok: - | C2=11784.77 C3b=13139.81
2026-09-08 04:02:45Z ok [cloud] 128.6s events: - | eq=9529.55 pos=2
2026-09-08 04:15:52Z RF ok: - | C2=11782.76 C3b=13139.25
2026-09-08 04:15:52Z ok [cloud] 22.1s events: - | eq=9523.84 pos=2
2026-09-08 04:30:53Z RF ok: - | C2=11782.76 C3b=13139.25
2026-09-08 04:30:53Z ok [cloud] 22.9s events: - | eq=9524.42 pos=2
2026-09-08 04:45:55Z RF ok: - | C2=11782.76 C3b=13139.25
2026-09-08 04:45:55Z ok [cloud] 23.9s events: - | eq=9534 pos=2
2026-09-08 05:00:52Z RF ok: - | C2=11782.76 C3b=13139.25
2026-09-08 05:00:52Z ok [cloud] 22.6s events: - | eq=9511.49 pos=2
2026-09-08 05:15:58Z RF ok: - | C2=11786.26 C3b=13148.15
2026-09-08 05:15:58Z ok [cloud] 22.5s events: - | eq=9519.5 pos=2
2026-09-08 05:31:01Z RF ok: - | C2=11786.26 C3b=13148.15
2026-09-08 05:31:01Z ok [cloud] 22.6s events: - | eq=9532.81 pos=2
2026-09-08 05:45:53Z RF ok: - | C2=11786.26 C3b=13148.15
2026-09-08 05:45:53Z ok [cloud] 21.2s events: - | eq=9519.53 pos=2
2026-09-08 06:01:11Z RF ok: - | C2=11786.26 C3b=13148.15
2026-09-08 06:01:11Z ok [cloud] 23.9s events: - | eq=9507.26 pos=2
2026-09-08 06:15:50Z RF ok: - | C2=11834.07 C3b=13232.08
2026-09-08 06:15:50Z ok [cloud] 22.7s events: - | eq=9517.68 pos=2
2026-09-08 06:31:08Z RF ok: - | C2=11834.07 C3b=13232.08
2026-09-08 06:31:08Z ok [cloud] 26.1s events: EXIT T37 SOL-USDT stop -105.88 USD | eq=9475.33 pos=1
2026-09-08 06:45:46Z RF ok: - | C2=11834.07 C3b=13232.08
2026-09-08 06:45:46Z ok [cloud] 15.1s events: - | eq=9474.49 pos=1
2026-09-08 07:00:57Z RF ok: - | C2=11834.07 C3b=13232.08
2026-09-08 07:00:57Z ok [cloud] 19.6s events: - | eq=9476.44 pos=1
2026-09-08 07:15:46Z RF ok: - | C2=11837.93 C3b=13235.68
2026-09-08 07:15:46Z ok [cloud] 14.5s events: - | eq=9480.12 pos=1
2026-09-08 07:30:48Z RF ok: - | C2=11837.93 C3b=13235.68
2026-09-08 07:30:48Z ok [cloud] 14.1s events: - | eq=9483.45 pos=1
2026-09-08 07:45:51Z RF ok: - | C2=11837.93 C3b=13235.68
2026-09-08 07:45:51Z ok [cloud] 14s events: - | eq=9481.6 pos=1
2026-09-08 08:02:25Z scan 4h bar=2026-09-08 04:00: pass=0/20, near=AAVE-USDT 6/6 (miss: setupA+flatMode), btc=range fng=69 flat=ON
2026-09-08 08:02:29Z RF ok: - | C2=11837.93 C3b=13235.68
2026-09-08 08:02:29Z ok [cloud] 122.4s events: - | eq=9478.8 pos=1
2026-09-08 08:15:59Z RF ok: - | C2=11698.62 C3b=12980.53
2026-09-08 08:15:59Z ok [cloud] 13.4s events: - | eq=9479.95 pos=1
2026-09-08 08:30:52Z RF ok: - | C2=11698.62 C3b=12980.53
2026-09-08 08:30:52Z ok [cloud] 20.2s events: - | eq=9480.59 pos=1
2026-09-08 08:45:59Z RF ok: - | C2=11698.62 C3b=12980.53
2026-09-08 08:46:00Z ok [cloud] 16.3s events: - | eq=9486.27 pos=1
2026-09-08 09:00:50Z RF ok: - | C2=11698.62 C3b=12980.53
2026-09-08 09:00:51Z ok [cloud] 15.6s events: - | eq=9481.93 pos=1
2026-09-08 09:15:43Z RF ok: - | C2=11701.13 C3b=12982
2026-09-08 09:15:43Z ok [cloud] 15.4s events: - | eq=9485.11 pos=1
2026-09-08 09:30:50Z RF ok: - | C2=11701.13 C3b=12982
2026-09-08 09:30:50Z ok [cloud] 14.2s events: - | eq=9485.37 pos=1
2026-09-08 09:44:22Z RF ok: - | C2=11701.13 C3b=12982
2026-09-08 09:44:22Z ok [cloud] 13.7s events: - | eq=9493.31 pos=1
2026-09-08 09:45:54Z RF ok: - | C2=11701.13 C3b=12982
2026-09-08 09:45:54Z ok [cloud] 14.1s events: - | eq=9494.49 pos=1
2026-09-08 10:00:57Z RF ok: - | C2=11701.13 C3b=12982
2026-09-08 10:00:57Z ok [cloud] 13.9s events: - | eq=9491.88 pos=1
2026-09-08 10:15:53Z RF ok: - | C2=11717.68 C3b=13010.76
2026-09-08 10:15:53Z ok [cloud] 15.2s events: - | eq=9491.04 pos=1
2026-09-08 10:30:42Z RF ok: - | C2=11717.68 C3b=13010.76
2026-09-08 10:30:42Z ok [cloud] 14.2s events: - | eq=9492.77 pos=1
2026-09-08 10:45:52Z RF ok: - | C2=11717.68 C3b=13010.76
2026-09-08 10:45:52Z ok [cloud] 13.7s events: - | eq=9487.4 pos=1
2026-09-08 11:00:50Z RF ok: - | C2=11717.68 C3b=13010.76
2026-09-08 11:00:50Z ok [cloud] 15.3s events: - | eq=9485.48 pos=1
2026-09-08 11:15:46Z RF ok: - | C2=11582.43 C3b=12759.15
2026-09-08 11:15:46Z ok [cloud] 14.7s events: - | eq=9479.42 pos=1
2026-09-08 11:30:54Z RF ok: - | C2=11582.43 C3b=12759.15
2026-09-08 11:30:54Z ok [cloud] 14.6s events: - | eq=9480.76 pos=1
2026-09-08 11:45:51Z RF ok: - | C2=11582.43 C3b=12759.15
2026-09-08 11:45:51Z ok [cloud] 18.7s events: - | eq=9480.14 pos=1
2026-09-08 12:02:40Z scan 4h bar=2026-09-08 08:00: pass=0/20, near=ETH-USDT 6/6 (miss: setupA+flatMode), btc=range fng=69 flat=ON
2026-09-08 12:02:45Z RF ok: - | C2=11582.43 C3b=12759.15
2026-09-08 12:02:45Z ok [cloud] 124.1s events: - | eq=9478.32 pos=1
2026-09-08 12:15:54Z RF ok: - | C2=11647.63 C3b=12882.38
2026-09-08 12:15:54Z ok [cloud] 16.2s events: - | eq=9477.35 pos=1
2026-09-08 12:30:50Z RF ok: - | C2=11647.63 C3b=12882.38
2026-09-08 12:30:50Z ok [cloud] 19s events: - | eq=9479.63 pos=1
2026-09-08 12:45:46Z RF ok: - | C2=11647.63 C3b=12882.38
2026-09-08 12:45:46Z ok [cloud] 14.7s events: - | eq=9479.82 pos=1
2026-09-08 13:00:48Z RF ok: - | C2=11647.63 C3b=12882.38
2026-09-08 13:00:48Z ok [cloud] 5.8s events: - | eq=9478.05 pos=1
2026-09-08 13:15:48Z RF ok: - | C2=11570.48 C3b=12741.96
2026-09-08 13:15:48Z ok [cloud] 15.4s events: - | eq=9480.09 pos=1
2026-09-08 13:31:08Z RF ok: - | C2=11570.48 C3b=12741.96
2026-09-08 13:31:08Z ok [cloud] 14.1s events: - | eq=9476.5 pos=1
2026-09-08 13:45:58Z RF ok: - | C2=11570.48 C3b=12741.96
2026-09-08 13:45:58Z ok [cloud] 16.2s events: - | eq=9462.52 pos=1
2026-09-08 13:53:37Z RF ok: - | C2=11570.48 C3b=12741.96
2026-09-08 13:53:37Z ok [cloud] 14s events: - | eq=9460.96 pos=1
2026-09-08 14:00:57Z RF ok: - | C2=11570.48 C3b=12741.96
2026-09-08 14:00:57Z ok [cloud] 7.8s events: - | eq=9470.19 pos=1
2026-09-08 14:15:48Z RF ok: - | C2=11497.36 C3b=12607.15
2026-09-08 14:15:48Z ok [cloud] 14.7s events: - | eq=9483.32 pos=1
2026-09-08 14:30:49Z RF ok: - | C2=11497.36 C3b=12607.15
2026-09-08 14:30:49Z ok [cloud] 14.6s events: - | eq=9482.62 pos=1
2026-09-08 14:46:21Z RF ok: - | C2=11497.36 C3b=12607.15
2026-09-08 14:46:21Z ok [cloud] 41.8s events: - | eq=9485.08 pos=1
2026-09-08 15:01:05Z RF ok: - | C2=11497.36 C3b=12607.15
2026-09-08 15:01:06Z ok [cloud] 16.3s events: - | eq=9489.17 pos=1
2026-09-08 15:15:54Z RF ok: - | C2=11402.65 C3b=12438.6
2026-09-08 15:15:54Z ok [cloud] 15.3s events: - | eq=9492.38 pos=1
2026-09-08 15:31:16Z RF ok: - | C2=11402.65 C3b=12438.6
2026-09-08 15:31:16Z ok [cloud] 15.6s events: - | eq=9486.43 pos=1
2026-09-08 15:46:00Z RF ok: - | C2=11402.65 C3b=12438.6
2026-09-08 15:46:00Z ok [cloud] 16.2s events: - | eq=9494.75 pos=1
2026-09-08 16:03:14Z scan 4h bar=2026-09-08 12:00: pass=0/20, near=ETH-USDT 7/6 (miss: flatMode), btc=range fng=69 flat=ON
2026-09-08 16:03:19Z RF ok: - | C2=11402.65 C3b=12438.6
2026-09-08 16:03:19Z ok [cloud] 151.4s events: - | eq=9496.46 pos=1
2026-09-08 16:15:48Z RF ok: - | C2=11392.81 C3b=12418.31
2026-09-08 16:15:48Z ok [cloud] 13.6s events: - | eq=9490.05 pos=1
2026-09-08 16:31:56Z RF ok: - | C2=11392.81 C3b=12418.31
2026-09-08 16:31:56Z ok [cloud] 15.4s events: - | eq=9492.77 pos=1
2026-09-08 16:45:49Z RF ok: - | C2=11392.81 C3b=12418.31
2026-09-08 16:45:49Z ok [cloud] 14.6s events: - | eq=9494.97 pos=1
2026-09-08 17:00:48Z RF ok: - | C2=11392.81 C3b=12418.31
2026-09-08 17:00:48Z ok [cloud] 14.4s events: - | eq=9496.53 pos=1
2026-09-08 17:15:50Z RF ok: - | C2=11426.02 C3b=12479
2026-09-08 17:15:50Z ok [cloud] 16.2s events: - | eq=9494.74 pos=1
2026-09-08 17:30:45Z RF ok: - | C2=11426.02 C3b=12479
2026-09-08 17:30:45Z ok [cloud] 14.8s events: - | eq=9492.45 pos=1
2026-09-08 17:45:58Z RF ok: - | C2=11426.02 C3b=12479
2026-09-08 17:45:58Z ok [cloud] 15s events: - | eq=9491.6 pos=1
2026-09-08 18:00:51Z RF ok: - | C2=11426.02 C3b=12479
2026-09-08 18:00:51Z ok [cloud] 15.5s events: - | eq=9491.36 pos=1
2026-09-08 18:13:41Z RF ok: - | C2=11426.02 C3b=12479
2026-09-08 18:13:41Z ok [cloud] 13.4s events: - | eq=9495.79 pos=1
2026-09-08 18:15:46Z RF ok: - | C2=11419.16 C3b=12465.04
2026-09-08 18:15:46Z ok [cloud] 13.7s events: - | eq=9497.07 pos=1
2026-09-08 18:28:43Z RF ok: - | C2=11419.16 C3b=12465.04
2026-09-08 18:28:43Z ok [cloud] 14.6s events: - | eq=9498.63 pos=1
2026-09-08 18:30:50Z RF ok: - | C2=11419.16 C3b=12465.04
2026-09-08 18:30:50Z ok [cloud] 14.2s events: - | eq=9498.37 pos=1
2026-09-08 18:45:41Z RF ok: - | C2=11419.16 C3b=12465.04
2026-09-08 18:45:41Z ok [cloud] 14.3s events: - | eq=9496.07 pos=1
2026-09-08 19:00:47Z RF ok: - | C2=11419.16 C3b=12465.04
2026-09-08 19:00:47Z ok [cloud] 13.7s events: - | eq=9489.14 pos=1
2026-09-08 19:15:47Z RF ok: - | C2=11445.06 C3b=12508.22
2026-09-08 19:15:47Z ok [cloud] 14.4s events: - | eq=9489.47 pos=1
2026-09-08 19:30:47Z RF ok: - | C2=11445.06 C3b=12508.22
2026-09-08 19:30:47Z ok [cloud] 14.7s events: - | eq=9487.36 pos=1
2026-09-08 19:45:56Z RF ok: - | C2=11445.06 C3b=12508.22
2026-09-08 19:45:56Z ok [cloud] 14.5s events: - | eq=9484.73 pos=1
2026-09-08 20:02:32Z scan 4h bar=2026-09-08 16:00: pass=0/20, near=ETH-USDT 6/6 (miss: setupA+flatMode), btc=range fng=69 flat=ON
2026-09-08 20:02:37Z RF ok: - | C2=11445.06 C3b=12508.22
2026-09-08 20:02:37Z ok [cloud] 123.2s events: - | eq=9486.3 pos=1
2026-09-08 20:15:48Z RF ok: - | C2=11439.35 C3b=12493.88
2026-09-08 20:15:48Z ok [cloud] 14.2s events: - | eq=9490.62 pos=1
2026-09-08 20:19:28Z RF ok: - | C2=11439.35 C3b=12493.88
2026-09-08 20:19:28Z ok [cloud] 16.8s events: - | eq=9488.55 pos=1
2026-09-08 20:30:56Z RF ok: - | C2=11439.35 C3b=12493.88
2026-09-08 20:30:56Z ok [cloud] 13.5s events: - | eq=9487.55 pos=1
2026-09-08 20:50:54Z RF ok: - | C2=11679.78 C3b=12910.09
2026-09-08 20:50:54Z ok [cloud] 290.9s events: - | eq=9487.41 pos=1
2026-09-08 21:00:55Z RF ok: - | C2=11439.35 C3b=12493.88
2026-09-08 21:00:55Z ok [cloud] 14s events: - | eq=9486.32 pos=1
2026-09-08 21:15:50Z RF ok: RF SIGNAL [C2/core] BR long @close 99.21; RF SIGNAL [C3b/core] BR long @close 99.21 | C2=11415.44 C3b=12447.37
2026-09-08 21:15:50Z ok [cloud] 21.6s events: - | eq=9488.41 pos=1
2026-09-08 21:30:42Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 21:30:42Z ok [cloud] 14s events: - | eq=9486.58 pos=1
2026-09-08 21:45:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 21:45:45Z ok [cloud] 14.3s events: - | eq=9486.26 pos=1
2026-09-08 22:00:55Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 22:00:55Z ok [cloud] 13.7s events: - | eq=9486.97 pos=1
2026-09-08 22:15:44Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 22:15:44Z ok [cloud] 13.5s events: - | eq=9487.94 pos=1
2026-09-08 22:30:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 22:30:45Z ok [cloud] 14.3s events: - | eq=9486.75 pos=1
2026-09-08 22:44:18Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 22:44:18Z ok [cloud] 13.8s events: - | eq=9487.49 pos=1
2026-09-08 22:45:44Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 22:45:44Z ok [cloud] 13.8s events: - | eq=9487.94 pos=1
2026-09-08 23:00:46Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 23:00:46Z ok [cloud] 13.8s events: - | eq=9490.46 pos=1
2026-09-08 23:15:47Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 23:15:47Z ok [cloud] 15.4s events: - | eq=9487.29 pos=1
2026-09-08 23:30:46Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 23:30:46Z ok [cloud] 15.6s events: - | eq=9487.24 pos=1
2026-09-08 23:45:41Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-08 23:45:41Z ok [cloud] 13.6s events: - | eq=9488.03 pos=1
2026-09-09 00:02:35Z scan 4h bar=2026-09-08 20:00: pass=0/20, near=ETH-USDT 7/6 (miss: flatMode), btc=range fng=66 flat=ON
2026-09-09 00:02:41Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 00:02:41Z ok [cloud] 120.8s events: - | eq=9489.88 pos=1
2026-09-09 00:15:55Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 00:15:55Z ok [cloud] 15.3s events: - | eq=9492.73 pos=1
2026-09-09 00:31:23Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 00:31:23Z ok [cloud] 15.3s events: - | eq=9491.27 pos=1
2026-09-09 00:38:55Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 00:38:55Z ok [cloud] 14.4s events: - | eq=9491.44 pos=1
2026-09-09 00:45:47Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 00:45:47Z ok [cloud] 13.7s events: - | eq=9494.35 pos=1
2026-09-09 01:00:57Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 01:00:57Z ok [cloud] 16.6s events: - | eq=9495.02 pos=1
2026-09-09 01:15:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 01:15:45Z ok [cloud] 13.4s events: - | eq=9494.45 pos=1
2026-09-09 01:30:47Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 01:30:47Z ok [cloud] 14.8s events: - | eq=9491.63 pos=1
2026-09-09 01:45:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 01:45:45Z ok [cloud] 13.5s events: - | eq=9495.87 pos=1
2026-09-09 02:00:43Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 02:00:43Z ok [cloud] 13.8s events: - | eq=9497.1 pos=1
2026-09-09 02:15:46Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 02:15:47Z ok [cloud] 15.7s events: - | eq=9494.02 pos=1
2026-09-09 02:30:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 02:30:45Z ok [cloud] 14s events: - | eq=9494.93 pos=1
2026-09-09 02:45:48Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 02:45:48Z ok [cloud] 13.9s events: - | eq=9495.55 pos=1
2026-09-09 03:00:45Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 03:00:45Z ok [cloud] 13.7s events: - | eq=9493.28 pos=1
2026-09-09 03:15:48Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 03:15:48Z ok [cloud] 13.4s events: - | eq=9489.95 pos=1
2026-09-09 03:30:44Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 03:30:44Z ok [cloud] 14.3s events: - | eq=9490.03 pos=1
2026-09-09 03:50:37Z RF ok: - | C2=11328.63 C3b=12257.45
2026-09-09 03:50:37Z ok [cloud] 289s events: - | eq=9491.34 pos=1
2026-09-09 04:02:27Z scan 4h bar=2026-09-09 00:00: pass=0/20, near=SOL-USDT 6/6 (miss: setupA+flatMode), btc=range fng=66 flat=ON
2026-09-09 04:02:32Z RF ok: - | C2=11415.44 C3b=12447.37
2026-09-09 04:02:32Z ok [cloud] 121.7s events: - | eq=9498.68 pos=1
2026-09-09 04:15:40Z RF ok: - | C2=11430.61 C3b=12481.76
2026-09-09 04:15:40Z ok [cloud] 13.8s events: - | eq=9495.78 pos=1
2026-09-09 04:30:48Z RF ok: RF ENTRY [C2/core] R25 BR long @99.3298; RF ENTRY [C3b/core] R26 BR long @99.3298 | C2=11428.63 C3b=12478.42
2026-09-09 04:30:48Z ok [cloud] 14.4s events: - | eq=9496.38 pos=1
2026-09-09 04:45:44Z RF ok: - | C2=11428.63 C3b=12478.42
2026-09-09 04:45:44Z ok [cloud] 14.5s events: - | eq=9503.27 pos=1
2026-09-09 05:00:50Z RF ok: - | C2=11428.63 C3b=12478.42
2026-09-09 05:00:50Z ok [cloud] 14.3s events: - | eq=9502.79 pos=1
2026-09-09 05:15:44Z RF ok: - | C2=11453.93 C3b=12528
2026-09-09 05:15:44Z ok [cloud] 14.8s events: - | eq=9503.77 pos=1
2026-09-09 05:18:47Z RF ok: - | C2=11453.93 C3b=12528
2026-09-09 05:18:47Z ok [cloud] 15.7s events: - | eq=9504.23 pos=1
2026-09-09 05:30:52Z RF ok: - | C2=11453.93 C3b=12528
2026-09-09 05:30:52Z ok [cloud] 16.2s events: - | eq=9499.14 pos=1
2026-09-09 05:45:42Z RF ok: - | C2=11453.93 C3b=12528
2026-09-09 05:45:42Z ok [cloud] 14.9s events: - | eq=9494.88 pos=1
2026-09-09 06:00:45Z RF ok: - | C2=11453.93 C3b=12528
2026-09-09 06:00:45Z ok [cloud] 13.6s events: - | eq=9495.97 pos=1
2026-09-09 06:15:48Z RF ok: - | C2=11453.25 C3b=12533.74
2026-09-09 06:15:48Z ok [cloud] 13.6s events: - | eq=9498.52 pos=1
2026-09-09 06:30:41Z RF ok: - | C2=11453.25 C3b=12533.74
2026-09-09 06:30:41Z ok [cloud] 14.8s events: - | eq=9499.02 pos=1
2026-09-09 06:45:47Z RF ok: - | C2=11453.25 C3b=12533.74
2026-09-09 06:45:47Z ok [cloud] 14.2s events: - | eq=9498.18 pos=1
2026-09-09 07:00:53Z RF ok: - | C2=11453.25 C3b=12533.74
2026-09-09 07:00:53Z ok [cloud] 14.4s events: - | eq=9498.16 pos=1
2026-09-09 07:15:45Z RF ok: - | C2=11499.75 C3b=12615.48
2026-09-09 07:15:45Z ok [cloud] 13.8s events: - | eq=9506.38 pos=1
2026-09-09 07:30:53Z RF ok: - | C2=11499.75 C3b=12615.48
2026-09-09 07:30:53Z ok [cloud] 15.3s events: - | eq=9508.64 pos=1
2026-09-09 07:45:46Z RF ok: - | C2=11499.75 C3b=12615.48
2026-09-09 07:45:46Z ok [cloud] 15.3s events: - | eq=9505.8 pos=1
2026-09-09 08:02:52Z scan 4h bar=2026-09-09 04:00: pass=3/20 (BTC-USDT long, SOL-USDT long, LTC-USDT long), btc=up fng=66 flat=off
2026-09-09 08:03:02Z RF ok: - | C2=11499.75 C3b=12615.48
2026-09-09 08:03:02Z ok [cloud] 128.2s events: ENTRY T38 BTC-USDT long; ENTRY T39 SOL-USDT long | eq=9500.41 pos=3
2026-09-09 08:16:06Z RF ok: - | C2=11415.12 C3b=12456.96
2026-09-09 08:16:06Z ok [cloud] 33s events: - | eq=9500.87 pos=3
2026-09-09 08:31:03Z RF ok: - | C2=11415.12 C3b=12456.96
2026-09-09 08:31:03Z ok [cloud] 31.7s events: - | eq=9526.96 pos=3
2026-09-09 08:46:01Z RF ok: - | C2=11415.12 C3b=12456.96
